outcome	description	group	predictor	adjustment	beta	SE	lower	upper	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note	bonferroni	fdr
528	Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4398	26	4372	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
528.1	Stomatitis and mucositis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4380	8	4372	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
528.11	Stomatitis and mucositis (ulcerative)	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4376	4	4372	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
528.12	Oral aphthae	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4373	1	4372	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
528.3	Cellulitis and abscess of oral soft tissues	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4379	7	4372	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
528.4	Cysts of oral soft tissues	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4373	1	4372	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
528.41	Cyst of the salivary gland	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4373	1	4372	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
528.5	Diseases of lips	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4375	3	4372	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
528.6	Leukoplakia of oral mucosa	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4373	1	4372	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
528.7	Sialolithiasis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4372	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
529	Diseases and other conditions of the tongue	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4377	5	4372	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
529.1	Glossitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4374	2	4372	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
529.6	Glossodynia	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4373	1	4372	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
530.12	Ulcer of esophagus	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3972	2	3970	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
530.13	Barrett's esophagus	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	NA	3970	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
530.14	Reflux esophagitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3981	11	3970	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
530.15	Eosinophilic esophagitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3971	1	3970	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
530.2	Esophageal bleeding (varices/hemorrhage)	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3975	5	3970	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
530.3	Stricture and stenosis of esophagus	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3975	5	3970	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
530.5	Disorders of esophageal motility	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3972	2	3970	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
530.6	Diverticulum of esophagus, acquired	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	NA	3970	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
530.7	Gastroesophageal laceration-hemorrhage syndrome	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3972	2	3970	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
530.9	Heartburn	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3979	9	3970	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
531	Peptic ulcer (excl. esophageal)	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4460	13	4447	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
531.1	Hemorrhage from gastrointestinal ulcer	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4450	3	4447	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
531.2	Gastric ulcer	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4454	7	4447	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
531.3	Duodenal ulcer	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4448	1	4447	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
531.4	Peptic ulcer, site unspecified	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4452	5	4447	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
531.5	Gastrojejunal ulcer	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4448	1	4447	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
535	Gastritis and duodenitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4280	23	4257	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
535.1	Acute gastritis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4261	4	4257	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
535.2	Atrophic gastritis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4260	3	4257	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
535.6	Duodenitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4264	7	4257	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
535.8	Other specified gastritis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4263	6	4257	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
535.9	Gastritis and duodenitis, NOS	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4269	12	4257	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
536.3	Gastroparesis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4278	21	4257	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
536.7	Complications of gastrostomy, colostomy and enterostomy	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4271	14	4257	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
536.8	Dyspepsia and other specified disorders of function of stomach	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4282	25	4257	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
537	Other disorders of stomach and duodenum	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4268	11	4257	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
537.1	Lesions of stomach and duodenum	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4257	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
539	Bariatric surgery	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4495	4	4491	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
540	Appendiceal conditions	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4447	24	4423	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
540.1	Appendicitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4447	24	4423	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
540.11	Acute appendicitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4446	23	4423	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
550	Abdominal hernia	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4426	47	4379	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
550.1	Inguinal hernia	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4386	7	4379	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
550.2	Diaphragmatic hernia	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4393	14	4379	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
550.3	Femoral hernia	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4379	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
550.4	Umbilical hernia	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4389	10	4379	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
550.5	Ventral hernia	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4391	12	4379	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
550.6	Incisional hernia	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4387	8	4379	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
555.1	Regional enteritis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4052	35	4017	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
555.2	Ulcerative colitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4043	26	4017	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
555.21	Ulcerative colitis (chronic)	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4027	10	4017	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
556	Ulceration of the lower GI tract	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4024	7	4017	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
556.1	Ulceration of intestine	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4021	4	4017	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
556.11	Angiodysplasia of intestine (without mention of hemorrhage)	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4018	1	4017	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
557	Intestinal malabsorption (non-celiac)	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4021	4	4017	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
557.1	Celiac disease	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4020	3	4017	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
559	Ileostomy status	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4018	1	4017	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
560	Intestinal obstruction without mention of hernia	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4048	31	4017	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
560.1	Paralytic ileus	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4029	12	4017	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
560.2	Impaction of intestine	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4019	2	4017	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
560.3	Peritoneal or intestinal adhesions	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4019	2	4017	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
560.4	Other intestinal obstruction	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4038	21	4017	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
561	Symptoms involving digestive system	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4037	20	4017	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
562	Diverticulosis and diverticulitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4026	9	4017	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
562.1	Diverticulosis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4024	7	4017	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
562.2	Diverticulitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4020	3	4017	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
565	Anal and rectal conditions	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4303	35	4268	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
565.1	Anal and rectal polyp	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4269	1	4268	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
567	Peritonitis and retroperitoneal infections	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4283	15	4268	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
568	Other disorders of peritoneum	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4279	11	4268	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
568.1	Peritoneal adhesions (postoperative) (postinfection)	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4273	5	4268	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
569	Other disorders of intestine	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4298	30	4268	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
569.1	Toxic gastroenteritis and colitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4268	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
569.2	Gastrointestinal complications	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4287	19	4268	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
571	Chronic liver disease and cirrhosis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4319	40	4279	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
571.5	Other chronic nonalcoholic liver disease	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4312	33	4279	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
571.51	Cirrhosis of liver without mention of alcohol	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4289	10	4279	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
571.6	Primary biliary cirrhosis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4280	1	4279	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
571.8	Liver abscess and sequelae of chronic liver disease	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4293	14	4279	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
571.81	Portal hypertension	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4286	7	4279	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
572	Ascites (non malignant)	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4307	28	4279	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
573	Other disorders of liver	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4297	18	4279	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
573.1	Chronic passive congestion of liver	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4281	2	4279	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
573.2	Liver replaced by transplant	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4281	2	4279	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
573.3	Hepatomegaly	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4285	6	4279	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
573.4	Acute and subacute necrosis of liver	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4288	9	4279	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
573.5	Jaundice (not of newborn)	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4292	13	4279	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
573.6	Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4280	1	4279	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
573.7	Abnormal results of function study of liver	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4279	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
574.1	Cholelithiasis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4408	39	4369	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
574.11	Cholelithiasis with acute cholecystitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4373	4	4369	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
574.12	Cholelithiasis with other cholecystitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4380	11	4369	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
574.2	Calculus of bile duct	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4380	11	4369	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
574.3	Cholecystitis without cholelithiasis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4379	10	4369	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
575	Other biliary tract disease	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4383	14	4369	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
575.1	Cholangitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4374	5	4369	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
575.2	Obstruction of bile duct	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4370	1	4369	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
575.6	Cholesterolosis of gallbladder	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4369	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
575.7	Other disorders of gallbladder	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4373	4	4369	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
575.8	Other disorders of biliary tract	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4378	9	4369	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4369	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
577	Diseases of pancreas	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4476	33	4443	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
577.1	Acute pancreatitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4467	24	4443	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
577.2	Chronic pancreatitis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4452	9	4443	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
577.3	Cyst and pseudocyst of pancreas	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4448	5	4443	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
578.1	Hematemesis	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4094	35	4059	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
578.8	Hemorrhage of rectum and anus	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4096	37	4059	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
578.9	Hemorrhage of gastrointestinal tract	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4086	27	4059	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
579.2	Splenomegaly	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4070	11	4059	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
579.8	Nonspecific abnormal findings in stool contents	digestive	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4059	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
580	Nephritis; nephrosis; renal sclerosis	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4188	34	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
580.1	Glomerulonephritis	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4169	15	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
580.11	Proliferative glomerulonephritis	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4156	2	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
580.12	Non-proliferative glomerulonephritis	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4160	6	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
580.13	Acute glomerulonephritis, NOS	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4156	2	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
580.14	Chronic glomerulonephritis, NOS	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4161	7	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
580.2	Nephrotic syndrome without mention of glomerulonephritis	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4159	5	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
580.3	Nephritis and nephropathy without mention of glomerulonephritis	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4175	21	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
580.31	Nephritis and nephropathy in diseases classified elsewhere	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4170	16	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
580.32	Nephritis and nephropathy with pathological lesion	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4162	8	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
580.4	Renal sclerosis, NOS	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4157	3	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
585.2	Renal failure NOS	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4171	17	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
585.3	Chronic renal failure [CKD]	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4201	47	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
585.31	Renal dialysis	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4169	15	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
585.32	End stage renal disease	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4172	18	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
585.33	Chronic Kidney Disease, Stage III	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4164	10	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
585.34	Chronic Kidney Disease, Stage IV	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4164	10	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
585.4	Chronic kidney disease, Stage I or II	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4169	15	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
586	Other disorders of the kidney and ureters	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4195	41	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
586.1	Anatomical abnormatilies of kidney and ureters	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4157	3	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
586.11	Small kidney	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4155	1	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
586.12	Vesicoureteral reflux	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4155	1	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
586.2	Cyst of kidney, acquired	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4157	3	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
586.3	Vascular disorders of kidney/hypertrophy	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4155	1	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
586.4	Stricture/obstruction of ureter	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4156	2	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
587	Kidney replaced by transpant	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4165	11	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
588	Disorders resulting from impaired renal function	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4171	17	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
588.1	Renal osteodystrophy	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4163	9	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
588.2	Secondary hyperparathyroidism (of renal origin)	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4158	4	4154	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
589	Abnormal results of function study of kidney	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4154	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
